,race_id,venue,race_no,config,surface,distance,going,prize,race_class,place_combination1,place_combination2
1457,1457,0,6,0,0,1600,1,625000,4,4,8
1458,1458,0,7,0,0,1400,1,850000,3,4,8
1459,1459,0,8,0,0,1600,1,1750000,1,6,1
1460,1460,0,9,0,0,1200,1,850000,3,5,13
1461,1461,0,10,0,0,1600,1,850000,3,3,12
1462,1462,0,11,0,0,1400,1,1150000,2,5,2
1463,1463,1,1,2,0,1200,0,485000,5,9,5
1464,1464,1,2,2,0,1650,0,625000,4,4,3
1465,1465,1,3,2,0,1200,0,625000,4,10,8
1466,1466,1,4,2,0,1800,0,625000,4,8,7
1467,1467,1,5,2,0,1800,0,850000,3,2,9
1468,1468,1,6,2,0,1200,0,850000,3,10,3
1469,1469,1,7,2,0,1650,0,850000,3,7,4
1470,1470,1,8,2,0,1200,0,1400000,1,4,3
1471,1471,0,1,0,0,1200,1,500000,5,3,4
1472,1472,0,2,0,0,1600,1,640000,4,8,10
1473,1473,0,3,0,0,1400,1,1150000,2,1,7
1474,1474,0,4,0,0,1200,1,1750000,1,7,6
1475,1475,0,5,0,0,1400,1,500000,5,7,12
1476,1476,0,6,0,0,1200,1,640000,4,2,3
1477,1477,0,7,0,0,1000,1,1150000,2,8,3
1478,1478,0,8,0,0,1200,1,850000,3,3,7
1479,1479,0,9,0,0,1400,1,640000,4,4,9
1480,1480,0,10,0,0,1400,1,850000,3,4,7
1481,1481,1,1,0,0,1000,1,640000,4,5,4
1482,1482,1,2,0,0,1200,1,500000,5,1,9
1483,1483,1,3,0,0,1200,1,1150000,2,2,6
1484,1484,1,4,0,0,1650,1,500000,5,3,12
1485,1485,1,5,0,0,1200,1,640000,4,3,8
1486,1486,1,6,0,0,1650,1,850000,3,7,2
1487,1487,1,7,0,0,1650,1,640000,4,10,11
1488,1488,1,8,0,0,1000,7,850000,3,1,5
1489,1489,0,1,5,0,1000,1,500000,5,2,1
1490,1490,0,2,5,0,1400,1,640000,4,8,4
1491,1491,0,3,5,0,1000,2,640000,4,1,2
1492,1492,0,4,5,0,1600,2,500000,5,1,6
1493,1493,0,5,0,1,1200,3,640000,4,5,11
1494,1494,0,6,5,0,1400,2,640000,4,7,9
1495,1495,0,7,5,0,1000,2,850000,3,2,5
1496,1496,0,8,0,1,1200,3,850000,3,8,2
1497,1497,0,9,5,0,1400,2,850000,3,4,7
1498,1498,0,10,5,0,1400,5,1150000,2,14,2
1499,1499,1,1,2,0,1200,1,640000,4,3,6
1500,1500,1,2,2,0,1200,0,640000,4,2,5
1501,1501,1,3,2,0,1200,0,500000,5,8,10
1502,1502,1,4,2,0,1650,0,640000,4,5,7
1503,1503,1,5,2,0,1000,0,850000,3,2,6
1504,1504,1,6,2,0,1650,0,640000,4,11,8
1505,1505,1,7,2,0,1200,0,850000,3,12,9
1506,1506,1,8,2,0,1650,0,850000,3,5,2
1507,1507,0,1,1,0,1000,1,640000,4,3,4
1508,1508,0,2,1,0,1200,1,640000,4,8,1
1509,1509,0,3,1,0,1200,1,850000,3,8,2
1510,1510,0,4,1,0,1400,1,500000,5,13,11
1511,1511,0,5,1,0,1600,1,640000,4,6,5
1512,1512,0,6,1,0,1400,1,640000,4,6,4
1513,1513,0,7,1,0,1200,1,850000,3,9,4
1514,1514,0,8,1,0,1600,1,850000,3,8,1
1515,1515,0,9,1,0,1400,1,1750000,1,9,4
1516,1516,0,10,1,0,1400,1,850000,3,2,10
1517,1517,1,1,4,0,1000,1,500000,5,4,5
1518,1518,1,2,4,0,1000,1,640000,4,2,7
1519,1519,1,3,4,0,1800,1,640000,4,9,2
1520,1520,1,4,4,0,1650,1,500000,5,3,8
1521,1521,1,5,4,0,1650,1,640000,4,11,5
1522,1522,1,6,4,0,1200,1,640000,4,6,1
1523,1523,1,7,4,0,1800,1,850000,3,6,4
1524,1524,1,8,4,0,1200,1,850000,3,2,5
1525,1525,1,9,4,0,1650,1,1150000,2,3,1
1526,1526,1,10,4,0,1650,1,850000,3,8,9
1527,1527,0,1,3,0,1400,1,500000,5,11,13
1528,1528,0,2,3,0,1200,1,640000,4,4,3
1529,1529,0,3,0,1,1650,1,640000,4,10,8
1530,1530,0,4,3,0,1800,1,500000,5,4,9
1531,1531,0,5,3,0,1400,1,640000,4,7,1
1532,1532,0,6,3,0,1200,1,640000,4,6,8
1533,1533,0,7,0,1,1200,1,850000,3,6,1
1534,1534,0,8,3,0,1600,1,850000,3,7,5
1535,1535,0,9,3,0,1400,1,850000,3,5,13
1536,1536,0,10,3,0,1200,1,1150000,2,8,12
1537,1537,0,1,4,0,1800,0,850000,3,3,2
1538,1538,0,2,4,0,1200,0,640000,4,8,2
1539,1539,0,3,4,0,1600,0,500000,5,1,4
1540,1540,0,4,4,0,1400,0,640000,4,7,5
1541,1541,0,5,4,0,1000,0,850000,3,1,13
1542,1542,0,6,4,0,1600,0,640000,4,5,9
1543,1543,0,7,4,0,1000,0,2300000,13,1,5
1544,1544,0,8,4,0,1600,0,1400000,1,10,11
1545,1545,0,9,4,0,1400,0,2300000,13,11,1
1546,1546,0,10,4,0,1400,0,850000,3,2,8
1547,1547,1,1,0,0,1200,1,500000,5,5,11
1548,1548,1,2,0,0,1200,1,640000,4,4,6
1549,1549,1,3,0,0,1200,1,640000,4,2,5
1550,1550,1,4,0,0,1800,1,640000,4,6,2
1551,1551,1,5,0,0,1650,1,850000,3,7,6
1552,1552,1,6,0,0,1650,1,850000,3,5,12
1553,1553,1,7,0,0,1200,1,850000,3,2,7
1554,1554,1,8,0,0,1000,1,1150000,2,12,4
1555,1555,0,1,0,1,1200,1,640000,4,9,4
1556,1556,0,2,0,0,1200,1,640000,4,12,13
1557,1557,0,3,0,0,1400,1,640000,4,7,1
1558,1558,0,4,0,1,1650,1,500000,5,13,7
1559,1559,0,5,0,0,1600,1,640000,4,5,11
1560,1560,0,6,0,1,1650,3,850000,3,6,1
1561,1561,0,7,0,1,1200,3,1400000,1,7,8
1562,1562,0,8,0,0,1400,1,850000,3,7,10
1563,1563,0,9,0,0,1200,1,850000,3,3,8
1564,1564,0,10,0,0,1400,1,1150000,2,7,4
1565,1565,1,1,2,0,1650,0,500000,5,5,6
1566,1566,1,2,2,0,1200,0,640000,4,3,8
1567,1567,1,3,2,0,1000,0,640000,4,4,12
1568,1568,1,4,2,0,1650,0,640000,4,3,9
1569,1569,1,5,2,0,1800,0,850000,3,10,5
1570,1570,1,6,2,0,1200,0,850000,3,9,1
1571,1571,1,7,2,0,1650,0,850000,3,8,1
1572,1572,1,8,2,0,1650,0,1150000,2,1,11
1573,1573,0,1,1,0,1200,0,500000,5,1,9
1574,1574,0,2,1,0,1200,0,640000,4,2,13
1575,1575,0,3,1,0,1000,0,640000,4,11,7
1576,1576,0,4,1,0,1800,0,640000,4,12,6
1577,1577,0,5,1,0,1400,0,640000,4,4,10
1578,1578,0,6,1,0,1600,0,850000,3,10,13
1579,1579,0,7,1,0,1200,0,850000,3,5,3
1580,1580,0,8,1,0,1800,0,1750000,1,8,1
1581,1581,0,9,1,0,1200,0,1150000,2,8,11
1582,1582,0,10,1,0,1400,0,850000,3,6,12
1583,1583,1,1,4,0,1200,0,500000,5,8,4
1584,1584,1,2,4,0,1200,0,640000,4,6,9
1585,1585,1,3,4,0,1800,0,500000,5,10,11
1586,1586,1,4,4,0,1200,0,640000,4,9,4
1587,1587,1,5,4,0,1000,0,850000,3,4,12
1588,1588,1,6,4,0,1650,0,640000,4,9,8
1589,1589,1,7,4,0,1200,0,850000,3,11,10
1590,1590,1,8,4,0,1650,0,850000,3,8,3
1591,1591,0,1,3,0,1400,0,500000,5,4,14
1592,1592,0,2,3,0,1200,0,640000,4,1,12
1593,1593,0,3,3,0,1800,0,1150000,2,8,5
1594,1594,0,4,3,0,1600,0,640000,4,9,12
1595,1595,0,5,3,0,1400,0,640000,4,11,3
1596,1596,0,6,3,0,1400,0,1150000,2,13,1
1597,1597,0,7,3,0,1200,0,2300000,13,12,11
1598,1598,0,8,3,0,1600,0,2300000,13,6,1
1599,1599,0,9,3,0,1200,0,850000,3,6,11
1600,1600,0,10,3,0,1600,0,850000,3,13,14
1601,1601,1,1,0,0,1000,1,640000,4,4,11
1602,1602,1,2,0,0,1650,1,500000,5,2,9
1603,1603,1,3,0,0,1650,1,500000,5,11,2
1604,1604,1,4,0,0,1800,1,640000,4,2,8
1605,1605,1,5,0,0,1200,1,640000,4,10,2
1606,1606,1,6,0,0,1650,1,640000,4,2,10
1607,1607,1,7,0,0,1200,1,1400000,1,2,6
1608,1608,1,8,0,0,1800,1,850000,3,7,1
1609,1609,1,9,0,0,1200,1,850000,3,5,1
1610,1610,1,10,0,0,1650,1,850000,3,3,12
1611,1611,0,1,0,1,1200,1,640000,4,2,10
1612,1612,0,2,0,1,1200,1,500000,5,1,6
1613,1613,0,3,0,1,1200,1,640000,4,6,10
1614,1614,0,4,0,1,1650,1,640000,4,9,8
1615,1615,0,5,0,1,1650,1,850000,3,1,8
1616,1616,0,6,0,1,1200,1,850000,3,8,1
1617,1617,0,7,0,1,1200,1,850000,3,8,6
1618,1618,0,8,0,1,1650,1,1400000,1,11,13
1619,1619,0,1,5,0,1400,2,500000,5,8,6
1620,1620,0,2,5,0,1400,2,640000,4,12,1
1621,1621,0,3,5,0,1000,2,640000,4,3,1
1622,1622,0,4,5,0,1200,2,640000,4,6,12
1623,1623,0,5,5,0,1800,2,640000,4,9,4
1624,1624,0,6,5,0,1800,2,850000,3,1,3
1625,1625,0,7,5,0,1200,2,850000,3,4,8
1626,1626,0,8,5,0,1000,2,1400000,1,7,4
1627,1627,0,9,5,0,1400,2,1750000,1,13,3
1628,1628,0,10,5,0,1400,2,850000,3,4,6
1629,1629,1,1,2,0,2200,1,500000,5,8,5
1630,1630,1,2,2,0,1650,1,640000,4,11,8
1631,1631,1,3,2,0,1650,1,640000,4,12,5
1632,1632,1,4,2,0,1200,1,640000,4,5,4
1633,1633,1,5,2,0,1200,1,850000,3,6,5
1634,1634,1,6,2,0,1650,1,850000,3,4,2
1635,1635,1,7,2,0,1800,1,1150000,2,7,5
1636,1636,1,8,2,0,1650,1,850000,3,7,6
1637,1637,0,1,0,0,1200,0,500000,5,9,1
1638,1638,0,2,0,0,1200,0,640000,4,7,5
1639,1639,0,3,0,0,1600,0,640000,4,2,10
1640,1640,0,4,0,0,1400,0,640000,4,13,9
1641,1641,0,5,0,1,1200,1,850000,3,2,3
1642,1642,0,6,0,0,1000,0,850000,3,8,14
1643,1643,0,7,0,0,2000,0,3000000,12,5,3
1644,1644,0,8,0,0,1600,0,1150000,2,9,8
1645,1645,0,9,0,1,1200,1,1750000,1,12,10
1646,1646,0,10,0,0,1600,0,850000,3,1,9
1647,1647,1,1,4,0,1650,1,500000,5,7,10
1648,1648,1,2,4,0,1200,1,640000,4,5,7
1649,1649,1,3,4,0,1000,1,640000,4,12,3
1650,1650,1,4,4,0,1800,1,640000,4,8,6
1651,1651,1,5,4,0,1650,1,640000,4,7,12
1652,1652,1,6,4,0,2200,1,850000,3,8,3
1653,1653,1,7,4,0,1000,1,850000,3,11,2
1654,1654,1,8,4,0,1200,1,850000,3,2,12
1655,1655,0,1,3,0,1400,0,640000,4,8,13
1656,1656,0,2,0,1,1200,1,640000,4,11,7
1657,1657,0,3,3,0,1600,0,850000,3,9,1
1658,1658,0,4,0,1,1800,1,500000,5,8,12
1659,1659,0,5,3,0,1400,0,640000,4,5,8
1660,1660,0,6,3,0,1400,0,850000,3,11,5
1661,1661,0,7,3,0,1600,0,3000000,12,1,5
1662,1662,0,8,3,0,1200,0,3000000,12,2,4
1663,1663,0,9,3,0,1200,0,850000,3,7,4
1664,1664,0,10,3,0,1200,0,1150000,2,2,3
1665,1665,1,1,5,0,1000,1,500000,5,4,3
1666,1666,1,2,5,0,2200,1,640000,4,3,9
1667,1667,1,3,5,0,1650,1,640000,4,4,10
1668,1668,1,4,5,0,1200,1,640000,4,11,8
1669,1669,1,5,5,0,1200,1,850000,3,2,1
1670,1670,1,6,5,0,1650,1,1400000,1,3,1
1671,1671,1,7,5,0,1200,1,850000,3,3,5
1672,1672,1,8,5,0,1650,1,850000,3,4,6
1673,1673,0,1,4,0,1600,0,500000,5,11,6
1674,1674,0,2,4,0,1000,0,640000,4,13,8
1675,1675,0,3,4,0,1200,0,640000,4,7,6
1676,1676,0,4,4,0,1400,0,640000,4,11,2
1677,1677,0,5,4,0,1600,0,640000,4,2,8
1678,1678,0,6,4,0,1800,0,850000,3,5,9
1679,1679,0,7,4,0,1400,0,850000,3,1,2
1680,1680,0,8,4,0,1800,0,1150000,2,7,8
1681,1681,0,9,4,0,1400,0,1750000,1,13,10
1682,1682,0,10,4,0,1400,0,1150000,2,14,3
1683,1683,1,1,0,0,1800,1,500000,5,3,4
1684,1684,1,2,0,0,1000,1,640000,4,1,3
1685,1685,1,3,0,0,1200,1,640000,4,5,4
1686,1686,1,4,0,0,1650,1,640000,4,3,6
1687,1687,1,5,0,0,1200,1,850000,3,1,2
1688,1688,1,6,0,0,1200,1,850000,3,7,2
1689,1689,1,7,0,0,1000,1,1150000,2,12,1
1690,1690,1,8,0,0,1650,1,850000,3,6,5
1691,1691,0,1,0,1,1200,1,500000,5,8,2
1692,1692,0,2,5,0,1000,1,640000,4,3,4
1693,1693,0,3,0,1,1800,1,640000,4,7,2
1694,1694,0,4,0,1,1200,1,640000,4,4,10
1695,1695,0,5,5,0,1400,1,640000,4,1,5
1696,1696,0,6,0,1,1200,1,850000,3,3,9
1697,1697,0,7,0,1,1650,1,1400000,1,3,7
1698,1698,0,8,0,1,1200,1,850000,3,1,2
1699,1699,0,9,0,1,1650,1,850000,3,5,10
1700,1700,0,10,5,0,1400,1,850000,3,6,10
1701,1701,1,1,2,0,1650,1,500000,5,8,1
1702,1702,1,2,2,0,1200,1,640000,4,6,1
1703,1703,1,3,2,0,1650,1,832000,4,7,4
1704,1704,1,4,2,0,1650,1,832000,4,3,11
1705,1705,1,5,2,0,1200,1,850000,3,7,5
1706,1706,1,6,2,0,1650,1,1105000,3,11,12
1707,1707,1,7,2,0,1800,1,1105000,3,8,10
1708,1708,1,8,2,0,1650,1,1150000,2,6,11
1709,1709,0,1,0,0,1200,1,850000,3,6,1
1710,1710,0,2,0,0,1600,1,850000,3,3,11
1711,1711,0,3,0,0,1400,1,1750000,1,10,2
1712,1712,0,4,0,0,2400,1,14000000,11,5,9
1713,1713,0,5,0,0,1200,1,14000000,11,2,3
1714,1714,0,6,0,0,1400,1,850000,3,4,13
1715,1715,0,7,0,0,1600,1,16000000,11,4,12
1716,1716,0,8,0,0,2000,1,20000000,11,13,6
1717,1717,0,9,0,0,1200,1,1150000,2,7,4
1718,1718,0,10,0,0,1600,1,1150000,2,6,10
1719,1719,1,1,4,0,1650,1,500000,5,6,8
1720,1720,1,2,4,0,1650,1,640000,4,3,5
1721,1721,1,3,4,0,1200,1,500000,5,8,2
1722,1722,1,4,4,0,1200,2,640000,4,5,12
1723,1723,1,5,4,0,1800,2,640000,4,2,7
1724,1724,1,6,4,0,1000,2,850000,3,2,8
1725,1725,1,7,4,0,1650,2,850000,3,9,5
1726,1726,1,8,4,0,1200,2,850000,3,5,1
1727,1727,0,1,5,0,1000,1,500000,5,8,7
1728,1728,0,2,5,0,1200,1,640000,4,5,7
1729,1729,0,3,5,0,1600,1,500000,5,2,10
1730,1730,0,4,5,0,1000,1,640000,4,13,10
1731,1731,0,5,5,0,1400,1,640000,4,3,6
1732,1732,0,6,5,0,1600,1,640000,4,7,11
1733,1733,0,7,5,0,1000,1,850000,3,9,13
1734,1734,0,8,5,0,1800,1,850000,3,7,10
1735,1735,0,9,5,0,1400,1,1150000,2,12,9
1736,1736,0,10,5,0,1400,1,850000,3,2,11
1737,1737,1,1,5,0,1650,1,500000,5,1,5
1738,1738,1,2,5,0,1000,1,640000,4,4,11
1739,1739,1,3,5,0,1200,1,640000,4,6,4
1740,1740,1,4,5,0,1650,1,640000,4,4,11
1741,1741,1,5,5,0,1200,1,850000,3,10,3
1742,1742,1,6,5,0,1650,1,850000,3,8,6
1743,1743,1,7,5,0,1650,1,850000,3,2,11
1744,1744,1,8,5,0,1200,1,1750000,1,5,10
1745,1745,0,1,1,0,1800,1,500000,5,1,3
1746,1746,0,2,1,0,1200,1,640000,4,12,9
1747,1747,0,3,0,1,1200,1,640000,4,11,9
1748,1748,0,4,1,0,2000,1,640000,4,14,13
1749,1749,0,5,1,0,1400,1,640000,4,12,3
1750,1750,0,6,1,0,1400,1,850000,3,1,12
1751,1751,0,7,1,0,2000,1,1400000,1,2,1
1752,1752,0,8,0,1,1200,1,850000,3,7,5
1753,1753,0,9,1,0,1000,1,1150000,2,14,6
1754,1754,0,10,1,0,1600,1,850000,3,4,3
1755,1755,0,1,3,0,1200,1,500000,5,13,14
1756,1756,0,2,3,0,1400,1,640000,4,10,3
1757,1757,0,3,3,0,1200,1,640000,4,13,2
1758,1758,0,4,3,0,1200,1,850000,3,8,6
1759,1759,0,5,3,0,1400,1,500000,5,10,8
1760,1760,0,6,3,0,1600,1,640000,4,12,3
1761,1761,0,7,3,0,2000,1,850000,3,4,2
1762,1762,0,8,3,0,1200,1,850000,3,6,8
1763,1763,0,9,3,0,1400,1,850000,3,10,3
1764,1764,0,10,3,0,1400,1,2300000,13,11,10
1765,1765,0,11,3,0,1600,1,1400000,1,3,2
1766,1766,1,1,0,0,1000,1,500000,5,7,3
1767,1767,1,2,0,0,1650,1,640000,4,10,9
1768,1768,1,3,0,0,1650,1,640000,4,1,5
1769,1769,1,4,0,0,1200,1,640000,4,3,2
1770,1770,1,5,0,0,1000,1,850000,3,12,4
1771,1771,1,6,0,0,1200,1,850000,3,2,10
1772,1772,1,7,0,0,1650,1,1150000,2,9,8
1773,1773,1,8,0,0,1650,1,850000,3,12,8
1774,1774,0,1,4,0,1200,1,640000,4,5,6
1775,1775,0,2,4,0,1000,1,640000,4,12,6
1776,1776,0,3,0,1,1800,1,640000,4,9,6
1777,1777,0,4,0,1,1650,1,500000,5,14,13
1778,1778,0,5,4,0,1400,1,640000,4,9,10
1779,1779,0,6,0,1,1200,1,850000,3,4,7
1780,1780,0,7,4,0,1400,1,850000,3,1,3
1781,1781,0,8,0,1,1200,1,1750000,1,7,8
1782,1782,0,9,4,0,1600,1,850000,3,4,7
1783,1783,0,10,4,0,1400,1,1150000,2,14,1
1784,1784,1,1,2,0,1800,1,500000,5,9,4
1785,1785,1,2,2,0,1650,1,500000,5,10,7
1786,1786,1,3,2,0,1200,1,640000,4,2,6
1787,1787,1,4,2,0,1000,1,640000,4,4,10
1788,1788,1,5,2,0,1650,1,640000,4,1,6
1789,1789,1,6,2,0,1200,1,850000,3,4,1
1790,1790,1,7,2,0,1650,1,850000,3,9,6
1791,1791,1,8,2,0,1800,1,850000,3,9,5
1792,1792,0,1,0,1,1200,1,500000,5,2,4
1793,1793,0,2,0,1,1200,1,640000,4,7,8
1794,1794,0,3,5,0,1000,1,850000,3,8,13
1795,1795,0,4,5,0,1600,1,640000,4,6,4
1796,1796,0,5,5,0,1400,1,640000,4,14,10
1797,1797,0,6,5,0,1400,1,640000,4,6,8
1798,1798,0,7,5,0,1000,1,4500000,11,1,5
1799,1799,0,8,0,1,1650,1,850000,3,3,4
1800,1800,0,9,5,0,1400,1,850000,3,7,6
1801,1801,0,10,5,0,1600,1,1150000,2,6,3
1802,1802,1,1,4,0,1200,1,500000,5,12,11
1803,1803,1,2,4,0,1200,1,640000,4,1,4
1804,1804,1,3,4,0,1200,1,850000,3,3,12
1805,1805,1,4,4,0,1800,1,640000,4,6,7
1806,1806,1,5,4,0,1000,1,850000,3,4,7
1807,1807,1,6,4,0,1650,1,850000,3,4,1
1808,1808,1,7,4,0,1800,1,1750000,1,3,6
1809,1809,1,8,4,0,1200,1,1150000,2,6,12
1810,1810,0,1,0,0,1600,1,500000,5,11,13
1811,1811,0,2,0,0,1400,1,640000,4,12,9
1812,1812,0,3,0,0,1200,1,640000,4,4,13
1813,1813,0,4,0,0,1200,1,640000,4,5,8
1814,1814,0,5,0,0,1600,1,640000,4,12,9
1815,1815,0,6,0,0,1400,1,850000,3,11,2
1816,1816,0,7,0,0,1200,1,850000,3,7,2
1817,1817,0,8,0,0,1600,1,6000000,11,1,4
1818,1818,0,9,0,0,1800,1,850000,3,10,9
1819,1819,0,10,0,0,1400,1,1150000,2,7,9
1820,1820,1,1,5,0,1650,1,500000,5,11,12
1821,1821,1,2,5,0,1000,1,640000,4,3,8
1822,1822,1,3,5,0,1650,1,640000,4,3,5
1823,1823,1,4,5,0,1200,1,640000,4,12,2
1824,1824,1,5,5,0,1200,1,850000,3,4,11
1825,1825,1,6,5,0,1650,1,850000,3,6,11
1826,1826,1,7,5,0,1650,1,850000,3,11,5
1827,1827,1,8,5,0,1650,1,1150000,2,8,9
1828,1828,0,1,1,0,1000,1,640000,4,4,13
1829,1829,0,2,1,0,1800,1,500000,5,9,7
1830,1830,0,3,1,0,1400,1,640000,4,5,10
1831,1831,0,4,1,0,2000,1,640000,4,4,1
1832,1832,0,5,1,0,1600,1,640000,4,1,3
1833,1833,0,6,1,0,1600,1,850000,3,1,10
1834,1834,0,7,1,0,1200,1,850000,3,6,2
1835,1835,0,8,1,0,1600,1,8000000,11,2,13
1836,1836,0,9,1,0,1400,1,850000,3,8,3
1837,1837,0,10,1,0,1200,1,1150000,2,10,7
1838,1838,0,1,3,0,1400,1,640000,4,4,11
1839,1839,0,2,3,0,1400,1,640000,4,4,13
1840,1840,0,3,3,0,1200,1,640000,4,12,7
1841,1841,0,4,3,0,1400,1,850000,3,1,4
1842,1842,0,5,3,0,1400,1,500000,5,6,8
1843,1843,0,6,3,0,1600,1,640000,4,3,2
1844,1844,0,7,3,0,1800,1,850000,3,7,8
1845,1845,0,8,3,0,1200,1,4500000,11,6,1
1846,1846,0,9,3,0,1200,1,850000,3,12,8
1847,1847,0,10,3,0,1400,1,1750000,1,1,12
1848,1848,0,11,3,0,1600,1,1150000,2,1,14
1849,1849,1,1,0,0,1000,1,500000,5,9,7
1850,1850,1,2,0,0,1200,1,640000,4,11,3
1851,1851,1,3,0,0,1650,1,640000,4,9,4
1852,1852,1,4,0,0,1200,1,850000,3,4,9
1853,1853,1,5,0,0,1800,1,640000,4,1,4
1854,1854,1,6,0,0,1000,1,850000,3,8,5
1855,1855,1,7,0,0,1650,1,850000,3,6,3
1856,1856,1,8,0,0,1200,1,1150000,2,12,2
1857,1857,0,1,0,1,1650,1,500000,5,11,12
1858,1858,0,2,5,0,1000,1,640000,4,1,12
1859,1859,0,3,5,0,1400,1,850000,3,3,2
1860,1860,0,4,5,0,1800,1,640000,4,10,4
1861,1861,0,5,5,0,1400,1,640000,4,5,10
1862,1862,0,6,0,1,1200,1,850000,3,3,7
1863,1863,0,7,5,0,1600,1,850000,3,11,3
1864,1864,0,8,5,0,1800,1,2300000,13,8,4
1865,1865,0,9,0,1,1200,1,850000,3,11,1
1866,1866,0,10,5,0,1400,1,1150000,2,6,1
1867,1867,1,1,2,0,1000,1,640000,4,2,3
1868,1868,1,2,2,0,2200,1,500000,5,5,4
1869,1869,1,3,2,0,1650,1,640000,4,11,5
1870,1870,1,4,2,0,1200,1,640000,4,4,10
1871,1871,1,5,2,0,1200,1,850000,3,6,1
1872,1872,1,6,2,0,1800,1,850000,3,10,8
1873,1873,1,7,2,0,1800,1,1150000,2,6,7
1874,1874,1,8,2,0,1650,1,850000,3,4,11
1875,1875,0,1,0,0,1200,1,500000,5,9,7
1876,1876,0,2,0,0,1200,1,640000,4,3,13
1877,1877,0,3,0,0,1400,1,640000,4,5,4
1878,1878,0,4,0,1,1650,1,640000,4,13,9
1879,1879,0,5,0,1,1650,1,850000,3,7,4
1880,1880,0,6,0,0,1000,1,1150000,2,13,9
1881,1881,0,7,0,0,1200,1,850000,3,6,4
1882,1882,0,8,0,0,1400,1,850000,3,5,10
1883,1883,0,9,0,0,1800,1,6000000,11,8,1
1884,1884,0,10,0,0,1600,1,1150000,2,10,2
1885,1885,1,1,4,0,2200,1,640000,4,7,10
1886,1886,1,2,4,0,1200,1,640000,4,5,11
1887,1887,1,3,4,0,1650,1,1750000,1,5,4
1888,1888,1,4,4,0,1650,1,500000,5,8,3
1889,1889,1,5,4,0,1650,1,640000,4,9,5
1890,1890,1,6,4,0,1200,1,850000,3,4,2
1891,1891,1,7,4,0,1650,1,850000,3,7,3
1892,1892,1,8,4,0,1200,1,1750000,1,7,9
1893,1893,0,1,1,0,1200,1,640000,4,7,13
1894,1894,0,2,1,0,1400,1,640000,4,3,7
1895,1895,0,3,1,0,1600,1,500000,5,4,7
1896,1896,0,4,1,0,1200,1,640000,4,11,3
1897,1897,0,5,1,0,1600,1,640000,4,2,7
1898,1898,0,6,1,0,1000,1,850000,3,1,6
1899,1899,0,7,1,0,2000,1,8000000,11,11,9
1900,1900,0,8,1,0,1600,1,850000,3,1,2
1901,1901,0,9,1,0,1400,1,850000,3,6,3
1902,1902,0,10,1,0,1400,1,1400000,1,4,6
1903,1903,1,1,5,0,1000,1,640000,4,9,5
1904,1904,1,2,5,0,1200,1,640000,4,10,3
1905,1905,1,3,5,0,2200,1,850000,3,4,6
1906,1906,1,4,5,0,1650,1,500000,5,8,4
1907,1907,1,5,5,0,1650,1,640000,4,2,5
1908,1908,1,6,5,0,1650,1,850000,3,5,6
1909,1909,1,7,5,0,1000,1,850000,3,7,4
1910,1910,1,8,5,0,1650,1,1150000,2,5,8
1911,1911,0,1,3,0,1200,1,640000,4,2,13
1912,1912,0,2,3,0,1800,1,640000,4,4,6
1913,1913,0,3,3,0,1200,1,850000,3,9,3
1914,1914,0,4,3,0,1400,1,500000,5,10,5
1915,1915,0,5,3,0,1400,1,640000,4,3,6
1916,1916,0,6,3,0,1400,1,850000,3,5,10
1917,1917,0,7,3,0,1800,1,1400000,1,3,7
1918,1918,0,8,3,0,1400,1,6000000,11,1,6
1919,1919,0,9,3,0,1200,1,1150000,2,7,12
1920,1920,0,10,3,0,1600,1,850000,3,3,5
1921,1921,1,1,0,0,1200,1,640000,4,3,7
1922,1922,1,2,0,0,1650,1,640000,4,4,8
1923,1923,1,3,0,0,1650,1,850000,3,8,3
1924,1924,1,4,0,0,1800,1,500000,5,1,5
1925,1925,1,5,0,0,1200,1,640000,4,5,8
1926,1926,1,6,0,0,1650,1,640000,4,8,3
1927,1927,1,7,0,0,1650,1,850000,3,8,11
1928,1928,1,8,0,0,1200,1,850000,3,6,4
1929,1929,0,1,0,1,1200,1,500000,5,7,2
1930,1930,0,2,5,0,1000,1,640000,4,2,6
1931,1931,0,3,5,0,1600,1,640000,4,2,4
1932,1932,0,4,5,0,1400,1,640000,4,8,10
1933,1933,0,5,5,0,1400,1,850000,3,13,3
1934,1934,0,6,5,0,1000,1,850000,3,5,1
1935,1935,0,7,0,1,1200,1,850000,3,1,2
1936,1936,0,8,5,0,1400,1,2300000,13,6,11
1937,1937,0,9,5,0,1800,1,850000,3,11,1
1938,1938,0,10,5,0,1600,1,1150000,2,1,8
1939,1939,1,1,2,0,1000,1,500000,5,1,10
1940,1940,1,2,2,0,1650,1,640000,4,4,3
1941,1941,1,3,2,0,1200,1,850000,3,9,6
1942,1942,1,4,2,0,1000,1,640000,4,2,1
1943,1943,1,5,2,0,1200,1,640000,4,8,5
1944,1944,1,6,2,0,1650,1,850000,3,9,8
1945,1945,1,7,2,0,1200,1,850000,3,1,4
1946,1946,1,8,2,0,1000,1,1150000,2,11,10
1947,1947,0,1,0,0,1600,1,500000,5,7,11
1948,1948,0,2,0,0,1200,1,640000,4,1,8
1949,1949,0,3,0,0,1800,1,2300000,13,7,2
1950,1950,0,4,0,0,1400,1,640000,4,3,8
1951,1951,0,5,0,0,2000,1,640000,4,8,7
